GENE	sample0_1	sample	sample10	sample50	sample500
HID1	0.6989868180000001	6.98986818	69.8986818	349.493409	3494.93409
MIEN1	10.941799999999999	109.41799999999999	1094.1799999999998	5470.9	54708.99999999999
GID4	0.5412809999999999	5.4128099999999995	54.128099999999996	270.6405	2706.4049999999997
TEFM	0.0	0.0	0.0	0.0	0.0
LINC00324	0.0	0.0	0.0	0.0	0.0
SPATA32	0.0	0.0	0.0	0.0	0.0
C17orf47	0.0	0.0	0.0	0.0	0.0
ADPRM	0.0	0.0	0.0	0.0	0.0
C17orf49	7.027970000000001	70.2797	702.797	3513.985	35139.850000000006
C17orf50	0.0	0.0	0.0	0.0	0.0
C17orf51	0.0	0.0	0.0	0.0	0.0
C17orf53	0.0	0.0	0.0	0.0	0.0
ENTHD2	8.29031	82.9031	829.031	4145.155	41451.549999999996
EFCAB13	0.0	0.0	0.0	0.0	0.0
C17orf58	0.0	0.0	0.0	0.0	0.0
BORCS6	3.75441	37.5441	375.44100000000003	1877.205	18772.05
MILR1	6.122809999999999	61.2281	612.281	3061.4049999999997	30614.05
TMEM256	22.147	221.47	2214.7	11073.5	110735.0
C17orf62	31.733555061588	317.33555061588	3173.3555061588	15866.777530794	158667.77530794
FAM222B	3.54836	35.4836	354.836	1774.18	17741.800000000003
C17orf64	0.0	0.0	0.0	0.0	0.0
ASB16-AS1	2.74378	27.4378	274.378	1371.8899999999999	13718.9
HEATR9	0.0	0.0	0.0	0.0	0.0
C17orf67	1.18572	11.8572	118.572	592.86	5928.6
CTC1	5.566270005823879	55.66270005823879	556.627000582388	2783.1350029119394	27831.350029119396
CRHR1-IT1	2.089914	20.89914	208.9914	1044.9569999999999	10449.57
FAAP100	2.24224	22.4224	224.224	1121.12	11211.2
SMG8	0.0	0.0	0.0	0.0	0.0
PRR29	0.0	0.0	0.0	0.0	0.0
C17orf74	0.0	0.0	0.0	0.0	0.0
C17orf75	3.01668	30.1668	301.668	1508.34	15083.4
LRRC75A	0.0	0.0	0.0	0.0	0.0
C17orf78	0.0	0.0	0.0	0.0	0.0
COPRS	0.0	0.0	0.0	0.0	0.0
C17orf80	1.13173	11.3173	113.173	565.865	5658.65
ELP5	2.9894000000000003	29.894000000000002	298.94	1494.7	14947.000000000002
NCBP3	3.05643179	30.5643179	305.643179	1528.215895	15282.15895
SNHG20	1.22184	12.2184	122.18400000000001	610.9200000000001	6109.200000000001
SCIMP	8.8572	88.572	885.72	4428.6	44286.0
FAM215A	0.0	0.0	0.0	0.0	0.0
C17orf89	6.32948	63.2948	632.948	3164.7400000000002	31647.4
OXLD1	1.5649000000000002	15.649000000000001	156.49	782.45	7824.5
MIR22HG	1.9429000000000003	19.429000000000002	194.29000000000002	971.45	9714.500000000002
PRAC2	0.0	0.0	0.0	0.0	0.0
METTL23	7.1624799999999995	71.6248	716.2479999999999	3581.24	35812.399999999994
C17orf96	0.0	0.0	0.0	0.0	0.0
C17orf97	0.0	0.0	0.0	0.0	0.0
C17orf98	0.0	0.0	0.0	0.0	0.0
C17orf99	0.0	0.0	0.0	0.0	0.0
TPGS2	3.4570999999999996	34.571	345.71	1728.55	17285.5
FAM210A	0.0	0.0	0.0	0.0	0.0
LDLRAD4	0.0	0.0	0.0	0.0	0.0
LINC00305	0.0	0.0	0.0	0.0	0.0
C18orf21	2.7258500000000003	27.2585	272.58500000000004	1362.9250000000002	13629.25
RBFA	1.8892589999999998	18.89259	188.92589999999998	944.6294999999999	9446.295
C18orf25	1.29215	12.9215	129.215	646.075	6460.75
DYNAP	1.24935	12.4935	124.93499999999999	624.675	6246.75
C18orf32	0.0	0.0	0.0	0.0	0.0
CCDC178	0.0	0.0	0.0	0.0	0.0
TMEM241	0.0	0.0	0.0	0.0	0.0
C18orf54	0.0	0.0	0.0	0.0	0.0
TIMM21	0.0	0.0	0.0	0.0	0.0
SMIM21	0.0	0.0	0.0	0.0	0.0
C18orf8	0.0	0.0	0.0	0.0	0.0
MYDGF	7.40217	74.0217	740.217	3701.0849999999996	37010.85
C19orf12	2.65622400889217	26.5622400889217	265.62240088921703	1328.1120044460852	13281.120044460851
C19orf18	0.0	0.0	0.0	0.0	0.0
TPGS1	2.28631	22.8631	228.631	1143.155	11431.55
MISP	0.0	0.0	0.0	0.0	0.0
R3HDM4	8.29232	82.9232	829.232	4146.16	41461.6
C19orf24	4.24176	42.4176	424.176	2120.88	21208.8
C19orf25	0.0	0.0	0.0	0.0	0.0
CBARP	0.0	0.0	0.0	0.0	0.0
MFSD12	10.24503	102.4503	1024.503	5122.515	51225.15
CACTIN	4.842932	48.429320000000004	484.29320000000007	2421.4660000000003	24214.660000000003
URI1	2.11418214401	21.1418214401	211.418214401	1057.091072005	10570.91072005
MIR7-3HG	0.0	0.0	0.0	0.0	0.0
C19orf33	0.0	0.0	0.0	0.0	0.0
CSNK1G2-AS1	0.0	0.0	0.0	0.0	0.0
C19orf35	0.0	0.0	0.0	0.0	0.0
IZUMO4	0.0	0.0	0.0	0.0	0.0
C19orf38	14.0668	140.668	1406.68	7033.400000000001	70334.0
SWSAP1	1.45861	14.5861	145.861	729.305	7293.05
FAAP24	0.0	0.0	0.0	0.0	0.0
IZUMO2	0.0	0.0	0.0	0.0	0.0
SMIM7	3.73816122792	37.3816122792	373.816122792	1869.08061396	18690.806139599998
C19orf43	17.3833	173.833	1738.33	8691.65	86916.5
C19orf44	0.7027646501289999	7.02764650129	70.27646501289999	351.3823250645	3513.823250645
C19orf45	0.0	0.0	0.0	0.0	0.0
SYNE4	0.0	0.0	0.0	0.0	0.0
C19orf47	1.1399001843146	11.399001843146	113.99001843145999	569.9500921573	5699.500921573
C19orf48	0.0	0.0	0.0	0.0	0.0
KXD1	9.2994	92.994	929.94	4649.7	46497.0
DNAAF3	0.0	0.0	0.0	0.0	0.0
C19orf52	1.76747	17.6747	176.747	883.7350000000001	8837.35
C19orf53	5.80967	58.0967	580.967	2904.835	29048.35
C19orf54	2.319885	23.19885	231.9885	1159.9425	11599.425
PROSER3	0.0	0.0	0.0	0.0	0.0
WDR83OS	15.458000000000002	154.58	1545.8000000000002	7729.000000000001	77290.0
C19orf57	0.0	0.0	0.0	0.0	0.0
MCEMP1	0.0	0.0	0.0	0.0	0.0
C19orf60	6.21057	62.1057	621.057	3105.285	31052.85
SMG9	3.00606	30.0606	300.606	1503.03	15030.300000000001
BABAM1	7.058679000000001	70.58679000000001	705.8679000000001	3529.3395000000005	35293.395000000004
EMC10	8.599720000000001	85.9972	859.9720000000001	4299.860000000001	42998.600000000006
C19orf66	11.0405	110.405	1104.05	5520.25	55202.5
ERICH4	0.0	0.0	0.0	0.0	0.0
TMEM259	29.348900000000004	293.48900000000003	2934.8900000000003	14674.45	146744.50000000003
C19orf70	4.235329999999999	42.3533	423.53299999999996	2117.665	21176.649999999998
C19orf71	0.0	0.0	0.0	0.0	0.0
C19orf73	0.0	0.0	0.0	0.0	0.0
SIGLECL1	0.0	0.0	0.0	0.0	0.0
ADM5	0.0	0.0	0.0	0.0	0.0
SMIM24	0.0	0.0	0.0	0.0	0.0
C1D	0.0	0.0	0.0	0.0	0.0
C1GALT1C1	0.0	0.0	0.0	0.0	0.0
C1GALT1	2.7633	27.633000000000003	276.33000000000004	1381.65	13816.500000000002
C1QA	2.44827	24.4827	244.827	1224.135	12241.35
C1QBP	4.34792	43.4792	434.792	2173.96	21739.6
C1QB	2.46464	24.6464	246.464	1232.32	12323.2
C1QC	2.16545	21.6545	216.545	1082.725	10827.25
C1QL1	0.0	0.0	0.0	0.0	0.0
C1QL2	0.0	0.0	0.0	0.0	0.0
C1QL3	0.0	0.0	0.0	0.0	0.0
C1QL4	0.0	0.0	0.0	0.0	0.0
C1QTNF1	0.0	0.0	0.0	0.0	0.0
C1QTNF2	0.0	0.0	0.0	0.0	0.0
C1QTNF3	0.0	0.0	0.0	0.0	0.0
C1QTNF4	0.0	0.0	0.0	0.0	0.0
C1QTNF6	1.335001	13.350010000000001	133.5001	667.5005000000001	6675.005
C1QTNF7	0.0	0.0	0.0	0.0	0.0
C1QTNF8	0.0	0.0	0.0	0.0	0.0
C1QTNF9B	0.0	0.0	0.0	0.0	0.0
C1QTNF9	0.0	0.0	0.0	0.0	0.0
C1RL	1.39489674526	13.9489674526	139.489674526	697.44837263	6974.4837263
C1R	0.0	0.0	0.0	0.0	0.0
C1S	0.0	0.0	0.0	0.0	0.0
C1orf100	0.0	0.0	0.0	0.0	0.0
C1orf101	0.0	0.0	0.0	0.0	0.0
LRIF1	0.693728	6.93728	69.3728	346.86400000000003	3468.6400000000003
C1orf105	0.0	0.0	0.0	0.0	0.0
C1orf106	0.0	0.0	0.0	0.0	0.0
DIEXF	0.2659049	2.659049	26.59049	132.95245	1329.5245
C1orf109	3.01426	30.1426	301.42600000000004	1507.13	15071.300000000001
CCDC190	0.0	0.0	0.0	0.0	0.0
C1orf111	0.0	0.0	0.0	0.0	0.0
C1orf112	2.85607	28.5607	285.607	1428.035	14280.35
SH3D21	1.9653500000000002	19.6535	196.53500000000003	982.6750000000001	9826.75
CCDC181	0.0	0.0	0.0	0.0	0.0
C1orf115	0.0	0.0	0.0	0.0	0.0
C1orf116	0.0	0.0	0.0	0.0	0.0
C1orf122	2.12795	21.2795	212.795	1063.975	10639.75
C1orf123	5.03017	50.3017	503.01699999999994	2515.085	25150.85
SPRTN	0.0	0.0	0.0	0.0	0.0
AXDND1	0.0	0.0	0.0	0.0	0.0
TMEM51-AS1	0.0	0.0	0.0	0.0	0.0
C1orf127	0.0	0.0	0.0	0.0	0.0
PITHD1	4.6389	46.388999999999996	463.89	2319.45	23194.499999999996
MROH9	0.0	0.0	0.0	0.0	0.0
NCMAP	0.0	0.0	0.0	0.0	0.0
C1orf131	0.0	0.0	0.0	0.0	0.0
AUNIP	0.0	0.0	0.0	0.0	0.0
C1orf141	0.0	0.0	0.0	0.0	0.0
SZRD1	5.074	50.74	507.40000000000003	2537.0	25370.0
C1orf146	3.65932	36.5932	365.932	1829.66	18296.600000000002
SHCBP1L	0.0	0.0	0.0	0.0	0.0
GCSAML	0.0	0.0	0.0	0.0	0.0
MINOS1	1.81048	18.1048	181.048	905.24	9052.4
PFN1P2	3.9607300000000003	39.6073	396.07300000000004	1980.365	19803.65
METTL18	0.0	0.0	0.0	0.0	0.0
C1orf158	0.0	0.0	0.0	0.0	0.0
C1orf159	0.0	0.0	0.0	0.0	0.0
MAB21L3	0.0	0.0	0.0	0.0	0.0
C1orf162	34.4508	344.50800000000004	3445.0800000000004	17225.4	172254.00000000003
COA7	0.0	0.0	0.0	0.0	0.0
C1orf168	0.0	0.0	0.0	0.0	0.0
PERM1	0.0	0.0	0.0	0.0	0.0
KDF1	0.0	0.0	0.0	0.0	0.0
ERICH3	0.0	0.0	0.0	0.0	0.0
C1orf174	0.0	0.0	0.0	0.0	0.0
MROH7	0.0	0.0	0.0	0.0	0.0
LEXM	0.0	0.0	0.0	0.0	0.0
LINC01555	0.0	0.0	0.0	0.0	0.0
TSACC	0.0	0.0	0.0	0.0	0.0
FAM212B	0.0	0.0	0.0	0.0	0.0
C1orf185	0.0	0.0	0.0	0.0	0.0
C1orf186	2.91146	29.1146	291.146	1455.73	14557.3
DRAXIN	0.0	0.0	0.0	0.0	0.0
C1orf189	0.0	0.0	0.0	0.0	0.0
LURAP1	0.0	0.0	0.0	0.0	0.0
CFAP126	0.0	0.0	0.0	0.0	0.0
C1orf194	0.0	0.0	0.0	0.0	0.0
C1orf198	0.0	0.0	0.0	0.0	0.0
PIK3CD-AS1	0.0	0.0	0.0	0.0	0.0
STPG1	2.77022	27.7022	277.022	1385.1100000000001	13851.1
ATP1A1-AS1	0.0	0.0	0.0	0.0	0.0
C1orf204	0.9390620000000001	9.39062	93.9062	469.531	4695.31
C1orf210	0.0	0.0	0.0	0.0	0.0
SMIM12	5.46275	54.6275	546.275	2731.375	27313.75
C1orf216	1.5864800000000001	15.8648	158.648	793.24	7932.400000000001
C1orf21	0.217656	2.17656	21.7656	108.82799999999999	1088.28
C1orf220	0.0	0.0	0.0	0.0	0.0
TEX38	0.0	0.0	0.0	0.0	0.0
C1orf226	0.0	0.0	0.0	0.0	0.0
SPATA45	0.0	0.0	0.0	0.0	0.0
C1orf228	1.43682	14.3682	143.682	718.41	7184.1
RIIAD1	0.0	0.0	0.0	0.0	0.0
TRMT1L	1.0383499999999999	10.3835	103.835	519.175	5191.75
SWT1	0.60626184446	6.0626184446	60.626184445999996	303.13092223	3031.3092223
C1orf27	1.2118600000000002	12.1186	121.186	605.9300000000001	6059.3
COA6	0.0	0.0	0.0	0.0	0.0
C1orf35	3.8688200000000004	38.6882	386.882	1934.41	19344.100000000002
THEMIS2	34.48972	344.8972	3448.9719999999998	17244.86	172448.6
C1orf43	10.7215	107.215	1072.15	5360.75	53607.5
TEX35	0.0	0.0	0.0	0.0	0.0
C1orf50	2.54109	25.4109	254.109	1270.545	12705.45
CIART	0.0	0.0	0.0	0.0	0.0
C1orf52	4.22556	42.2556	422.55600000000004	2112.78	21127.8
C1orf53	0.0	0.0	0.0	0.0	0.0
C1orf54	5.53724	55.3724	553.7239999999999	2768.62	27686.2
SDE2	1.5218310000000002	15.21831	152.1831	760.9155000000001	7609.155000000001
C1orf56	0.0	0.0	0.0	0.0	0.0
NTPCR	2.92403	29.2403	292.403	1462.015	14620.150000000001
BROX	0.0	0.0	0.0	0.0	0.0
HENMT1	4.27987	42.7987	427.98699999999997	2139.935	21399.35
C1orf61	0.0	0.0	0.0	0.0	0.0
RSRP1	20.1318	201.31799999999998	2013.1799999999998	10065.9	100658.99999999999
C1orf64	0.0	0.0	0.0	0.0	0.0
CCDC185	0.0	0.0	0.0	0.0	0.0
RRNAD1	4.1686000000000005	41.68600000000001	416.86000000000007	2084.3	20843.000000000004
C1orf68	0.0	0.0	0.0	0.0	0.0
IBA57	0.34806499999999996	3.48065	34.8065	174.0325	1740.3249999999998
TMEM240	0.0	0.0	0.0	0.0	0.0
C1orf74	0.0	0.0	0.0	0.0	0.0
CHTOP	7.0391	70.391	703.9100000000001	3519.55	35195.5
TCEANC2	2.23909	22.3909	223.909	1119.5449999999998	11195.449999999999
GLMP	1.87378	18.7378	187.378	936.89	9368.9
FAAP20	7.59507	75.9507	759.507	3797.535	37975.35
C1orf87	0.0	0.0	0.0	0.0	0.0
PIFO	0.0	0.0	0.0	0.0	0.0
RSG1	1.5649000000000002	15.649000000000001	156.49	782.45	7824.5
TMEM234	5.33653	53.3653	533.653	2668.265	26682.649999999998
LRRC71	0.0	0.0	0.0	0.0	0.0
FAM213B	3.38026	33.8026	338.02599999999995	1690.1299999999999	16901.3
C1orf94	0.0	0.0	0.0	0.0	0.0
C1orf95	0.0	0.0	0.0	0.0	0.0
CCSAP	0.444656	4.44656	44.465599999999995	222.328	2223.2799999999997
SUCO	2.5497900000000002	25.4979	254.979	1274.895	12748.95
LAMP5	0.0	0.0	0.0	0.0	0.0
FAM209A	0.0	0.0	0.0	0.0	0.0
FAM209B	0.0	0.0	0.0	0.0	0.0
FAM210B	0.7837310000000001	7.83731	78.37310000000001	391.8655	3918.655
OSER1	1.55172	15.5172	155.172	775.86	7758.6
NOL4L	1.8881262660999998	18.881262660999997	188.81262660999997	944.0631330499999	9440.631330499999
BPIFB1	0.0	0.0	0.0	0.0	0.0
SOGA1	1.748601	17.48601	174.8601	874.3005	8743.005000000001
TLDC2	3.79191	37.9191	379.19100000000003	1895.955	18959.55
GID8	1.55061	15.5061	155.061	775.305	7753.05
OCSTAMP	0.0	0.0	0.0	0.0	0.0
DZANK1	1.15177	11.5177	115.17699999999999	575.885	5758.849999999999
MROH8	0.0	0.0	0.0	0.0	0.0
ACTL10	0.0	0.0	0.0	0.0	0.0
ABHD16B	0.0	0.0	0.0	0.0	0.0
C20orf141	0.0	0.0	0.0	0.0	0.0
C20orf144	0.0	0.0	0.0	0.0	0.0
RBBP8NL	0.0	0.0	0.0	0.0	0.0
CNBD2	0.0	0.0	0.0	0.0	0.0
CCM2L	0.0	0.0	0.0	0.0	0.0
SPATA25	0.0	0.0	0.0	0.0	0.0
C20orf173	0.0	0.0	0.0	0.0	0.0
FAM217B	3.02799	30.2799	302.79900000000004	1513.9950000000001	15139.95
BPIFB3	0.0	0.0	0.0	0.0	0.0
BPIFB4	0.0	0.0	0.0	0.0	0.0
NCOR1P1	0.0	0.0	0.0	0.0	0.0
C20orf194	1.51143	15.1143	151.143	755.715	7557.15
C20orf195	0.0	0.0	0.0	0.0	0.0
C20orf196	6.59316	65.9316	659.316	3296.58	32965.8
ZFAS1	16.647799999999997	166.47799999999998	1664.7799999999997	8323.9	83238.99999999999
LKAAEAR1	0.0	0.0	0.0	0.0	0.0
C20orf202	0.0	0.0	0.0	0.0	0.0
MRGBP	1.48605	14.8605	148.605	743.025	7430.25
C20orf24	7.098938790000001	70.98938790000001	709.8938790000001	3549.4693950000005	35494.69395000001
CFAP61	0.0	0.0	0.0	0.0	0.0
C20orf27	3.82864	38.2864	382.86400000000003	1914.32	19143.2
AP5S1	1.34426	13.4426	134.42600000000002	672.13	6721.3
TMEM230	8.458839999999999	84.5884	845.8839999999999	4229.42	42294.2
APMAP	12.795192604	127.95192604	1279.5192604000001	6397.596302	63975.96302
RTFDC1	13.26321	132.6321	1326.3210000000001	6631.6050000000005	66316.05
TMEM74B	0.0	0.0	0.0	0.0	0.0
AAR2	1.9331099999999999	19.3311	193.31099999999998	966.555	9665.55
SLC52A3	0.0	0.0	0.0	0.0	0.0
LINC00261	0.0	0.0	0.0	0.0	0.0
BPIFA2	0.0	0.0	0.0	0.0	0.0
BPIFA3	0.0	0.0	0.0	0.0	0.0
MGME1	2.54909	25.4909	254.909	1274.545	12745.45
SCP2D1	0.0	0.0	0.0	0.0	0.0
NDUFAF5	0.0	0.0	0.0	0.0	0.0
C20orf85	0.0	0.0	0.0	0.0	0.0
SLX4IP	0.0	0.0	0.0	0.0	0.0
C20orf96	3.1654413629	31.654413629	316.54413629	1582.72068145	15827.2068145
URB1-AS1	0.0	0.0	0.0	0.0	0.0
ZNF295-AS1	0.0	0.0	0.0	0.0	0.0
SSR4P1	1.04907	10.4907	104.90700000000001	524.535	5245.35
LINC00319	0.0	0.0	0.0	0.0	0.0
UMODL1-AS1	0.0	0.0	0.0	0.0	0.0
LINC00479	0.0	0.0	0.0	0.0	0.0
LINC00323	0.0	0.0	0.0	0.0	0.0
LINC00320	0.0	0.0	0.0	0.0	0.0
TSPEAR	0.0	0.0	0.0	0.0	0.0
C21orf2	4.5280700000000005	45.2807	452.807	2264.0350000000003	22640.350000000002
C21orf33	5.8190800000000005	58.1908	581.908	2909.54	29095.4
MIR99AHG	0.0	0.0	0.0	0.0	0.0
MIS18A	0.0	0.0	0.0	0.0	0.0
LINC01548	0.0	0.0	0.0	0.0	0.0
SPATC1L	4.34365	43.4365	434.365	2171.8250000000003	21718.25
YBEY	0.0	0.0	0.0	0.0	0.0
C21orf58	0.893179	8.93179	89.3179	446.5895	4465.8949999999995
C21orf59	5.47192	54.7192	547.192	2735.96	27359.6
C21orf62	0.0	0.0	0.0	0.0	0.0
EVA1C	1.46537	14.6537	146.537	732.6850000000001	7326.85
LINC01547	2.7325809999999997	27.325809999999997	273.25809999999996	1366.2904999999998	13662.904999999999
FAM207A	3.20818	32.0818	320.818	1604.0900000000001	16040.900000000001
MAP3K7CL	1.66377	16.6377	166.37699999999998	831.885	8318.849999999999
ANKRD20A11P	0.0	0.0	0.0	0.0	0.0
LINC00310	0.0	0.0	0.0	0.0	0.0
LINC00313	0.0	0.0	0.0	0.0	0.0
B3GALT5-AS1	0.0	0.0	0.0	0.0	0.0
C21orf91	0.42345933210000003	4.234593321	42.34593321	211.72966605000002	2117.2966605
LINC00314	0.0	0.0	0.0	0.0	0.0
GUCD1	4.69415	46.9415	469.41499999999996	2347.075	23470.75
C22orf15	1.18003	11.8003	118.003	590.015	5900.15
C22orf23	0.0	0.0	0.0	0.0	0.0
TANGO2	3.28797	32.8797	328.797	1643.985	16439.85
PRR34	0.0	0.0	0.0	0.0	0.0
MORC2-AS1	0.0	0.0	0.0	0.0	0.0
RTCB	5.75883	57.5883	575.8829999999999	2879.415	28794.149999999998
C22orf29	0.34456522000000006	3.4456522000000005	34.45652200000001	172.28261000000003	1722.8261000000002
PRR14L	1.4497	14.497	144.97	724.85	7248.5
C22orf31	0.0	0.0	0.0	0.0	0.0
SMDT1	0.0	0.0	0.0	0.0	0.0
TEX33	0.0	0.0	0.0	0.0	0.0
C22orf34	0.0	0.0	0.0	0.0	0.0
LRRC75B	0.0	0.0	0.0	0.0	0.0
C22orf39	4.98751	49.8751	498.75100000000003	2493.755	24937.550000000003
CDPF1	0.0	0.0	0.0	0.0	0.0
SYCE3	0.0	0.0	0.0	0.0	0.0
C22orf42	0.0	0.0	0.0	0.0	0.0
DRICH1	0.0	0.0	0.0	0.0	0.0
ADORA2A-AS1	0.0	0.0	0.0	0.0	0.0
C22orf46	0.45800599999999997	4.58006	45.800599999999996	229.003	2290.0299999999997
KIAA0930	7.6530521312277004	76.530521312277	765.30521312277	3826.5260656138503	38265.260656138504
C2CD2L	4.84554	48.4554	484.554	2422.77	24227.699999999997
C2CD2	0.49632	4.9632	49.632	248.15999999999997	2481.6
C2CD3	1.288879	12.88879	128.8879	644.4395	6444.395
C2CD4A	0.6718149999999999	6.71815	67.1815	335.90749999999997	3359.075
C2CD4B	0.0	0.0	0.0	0.0	0.0
C2CD4C	0.0	0.0	0.0	0.0	0.0
C2CD4D	0.0	0.0	0.0	0.0	0.0
CYP4F30P	0.0	0.0	0.0	0.0	0.0
C2orf15	1.75485	17.5485	175.485	877.4250000000001	8774.25
C2orf16	0.0	0.0	0.0	0.0	0.0
SLC35F6	0.6591400000000001	6.5914	65.914	329.57	3295.7000000000003
CNPPD1	6.8855	68.855	688.5500000000001	3442.75	34427.5
ATRAID	15.9351	159.351	1593.51	7967.55	79675.5
CNOT11	7.46181	74.6181	746.181	3730.9049999999997	37309.049999999996
CAMKMT	0.0	0.0	0.0	0.0	0.0
DRC1	0.0	0.0	0.0	0.0	0.0
GCFC2	0.0	0.0	0.0	0.0	0.0
C2orf40	0.0	0.0	0.0	0.0	0.0
C2orf42	0.0	0.0	0.0	0.0	0.0
LDAH	0.81637	8.1637	81.637	408.185	4081.8500000000004
C2orf44	0.0	0.0	0.0	0.0	0.0
C2orf47	3.2445700000000004	32.4457	324.457	1622.285	16222.85
C2orf49	2.98319	29.8319	298.319	1491.595	14915.95
C2orf50	0.0	0.0	0.0	0.0	0.0
TEX37	0.0	0.0	0.0	0.0	0.0
LINC00471	0.0	0.0	0.0	0.0	0.0
PRR30	0.0	0.0	0.0	0.0	0.0
C2orf54	0.0	0.0	0.0	0.0	0.0
KIAA1211L	0.0	0.0	0.0	0.0	0.0
NDUFAF7	2.3321110000000003	23.32111	233.21110000000002	1166.0555	11660.555
C2orf57	0.0	0.0	0.0	0.0	0.0
CYP1B1-AS1	0.0	0.0	0.0	0.0	0.0
TYW5	1.409428934	14.09428934	140.9428934	704.714467	7047.14467
C2orf61	0.0	0.0	0.0	0.0	0.0
CATIP	0.0	0.0	0.0	0.0	0.0
CLHC1	0.0	0.0	0.0	0.0	0.0
COA5	4.44916758835	44.4916758835	444.916758835	2224.583794175	22245.83794175
M1AP	0.0	0.0	0.0	0.0	0.0
C2orf66	0.0	0.0	0.0	0.0	0.0
KANSL1L	0.581672	5.81672	58.1672	290.836	2908.36
C2orf68	7.77349	77.7349	777.3489999999999	3886.745	38867.45
C2orf69	1.8533300000000001	18.5333	185.333	926.6650000000001	9266.65
C2orf70	0.0	0.0	0.0	0.0	0.0
C2orf71	0.0	0.0	0.0	0.0	0.0
C2orf72	0.0	0.0	0.0	0.0	0.0
C2orf73	0.0	0.0	0.0	0.0	0.0
C2orf74	0.0	0.0	0.0	0.0	0.0
C2orf76	7.0317099999999995	70.3171	703.1709999999999	3515.855	35158.549999999996
CCDC173	1.76006	17.6006	176.006	880.03	8800.3
C2orf78	0.0	0.0	0.0	0.0	0.0
PTRHD1	0.0	0.0	0.0	0.0	0.0
PRADC1	4.72905	47.2905	472.90500000000003	2364.525	23645.25
C2orf80	0.0	0.0	0.0	0.0	0.0
C2orf81	0.0	0.0	0.0	0.0	0.0
C2orf82	0.0	0.0	0.0	0.0	0.0
C2orf83	0.0	0.0	0.0	0.0	0.0
FAM228A	0.0	0.0	0.0	0.0	0.0
RTP5	0.0	0.0	0.0	0.0	0.0
WDPCP	1.143065	11.43065	114.3065	571.5325	5715.325
C2orf88	0.0	0.0	0.0	0.0	0.0
TRABD2A	12.97935	129.7935	1297.935	6489.674999999999	64896.75
C2	3.01874	30.1874	301.874	1509.3700000000001	15093.7
C3AR1	2.44484	24.4484	244.48399999999998	1222.42	12224.199999999999
BRK1	12.8917	128.917	1289.17	6445.85	64458.5
C3orf14	0.0	0.0	0.0	0.0	0.0
MAATS1	0.0	0.0	0.0	0.0	0.0
ANKUB1	0.0	0.0	0.0	0.0	0.0
C3orf17	1.2839	12.839	128.39000000000001	641.95	6419.5
C3orf18	0.0	0.0	0.0	0.0	0.0
CCDC174	3.14589	31.4589	314.589	1572.945	15729.45
TIMMDC1	6.148053	61.48053	614.8053	3074.0265	30740.265
C3orf20	0.0	0.0	0.0	0.0	0.0
XXYLT1	2.39067	23.9067	239.067	1195.335	11953.35
C3orf22	0.0	0.0	0.0	0.0	0.0
TCAIM	0.659201	6.59201	65.9201	329.6005	3296.005
FANCD2OS	0.0	0.0	0.0	0.0	0.0
CMSS1	0.0	0.0	0.0	0.0	0.0
LINC01565	0.0	0.0	0.0	0.0	0.0
C3orf30	0.0	0.0	0.0	0.0	0.0
TAMM41	0.0	0.0	0.0	0.0	0.0
SSUH2	0.0	0.0	0.0	0.0	0.0
C3orf33	0.0	0.0	0.0	0.0	0.0
CEP19	0.0	0.0	0.0	0.0	0.0
C3orf36	0.0	0.0	0.0	0.0	0.0
HMCES	0.0	0.0	0.0	0.0	0.0
C3orf38	0.0	0.0	0.0	0.0	0.0
POMGNT2	0.0	0.0	0.0	0.0	0.0
LINC00852	0.0	0.0	0.0	0.0	0.0
SMCO1	0.0	0.0	0.0	0.0	0.0
LSMEM2	0.0	0.0	0.0	0.0	0.0
PP2D1	0.0	0.0	0.0	0.0	0.0
ERC2-IT1	0.0	0.0	0.0	0.0	0.0
C3orf52	0.0	0.0	0.0	0.0	0.0
FAM212A	0.0	0.0	0.0	0.0	0.0
PQLC2L	0.0	0.0	0.0	0.0	0.0
SPTSSB	0.0	0.0	0.0	0.0	0.0
C3orf58	0.6796589999999999	6.796589999999999	67.96589999999999	339.82949999999994	3398.2949999999996
MB21D2	0.0	0.0	0.0	0.0	0.0
C3orf62	0.0	0.0	0.0	0.0	0.0
FAM208A	3.14863	31.4863	314.863	1574.315	15743.15
EOGT	0.0	0.0	0.0	0.0	0.0
IGF2BP2-AS1	0.0	0.0	0.0	0.0	0.0
LINC00488	0.0	0.0	0.0	0.0	0.0
C3orf67	0.0	0.0	0.0	0.0	0.0
C3orf70	0.0	0.0	0.0	0.0	0.0
ARIH2OS	0.0	0.0	0.0	0.0	0.0
FOXL2NB	0.0	0.0	0.0	0.0	0.0
ELP6	0.0	0.0	0.0	0.0	0.0
TOPAZ1	0.0	0.0	0.0	0.0	0.0
C3	1.3273199999999998	13.2732	132.732	663.66	6636.599999999999
C4A	0.0	0.0	0.0	0.0	0.0
C4BPA	0.0	0.0	0.0	0.0	0.0
C4BPB	0.0	0.0	0.0	0.0	0.0
NOP14-AS1	2.69369	26.9369	269.369	1346.845	13468.45
LINC00575	0.0	0.0	0.0	0.0	0.0
WDFY3-AS2	0.0	0.0	0.0	0.0	0.0
